--- Module 16 ---,Cells: 9,Parallel DCIR: 0.003617 Ohm
Serial Number,DCIR (Ohm),OCV (V)
49,0.033217,3.452412
104,0.032796,3.452026
109,0.033338,3.452184
123,0.032309,3.452304
145,0.030943,3.452240
166,0.031877,3.450713
179,0.031590,3.451624
239,0.031346,3.451196
299,0.036152,3.453626

--- Module 17 ---,Cells: 9,Parallel DCIR: 0.003614 Ohm
Serial Number,DCIR (Ohm),OCV (V)
25,0.033446,3.452511
80,0.033146,3.452507
97,0.032848,3.452532
136,0.032260,3.451833
172,0.030954,3.452045
234,0.031579,3.452303
263,0.031343,3.452013
272,0.031902,3.453480
287,0.035771,3.453190

--- Module 18 ---,Cells: 9,Parallel DCIR: 0.003618 Ohm
Serial Number,DCIR (Ohm),OCV (V)
11,0.033249,3.449408
56,0.033393,3.448320
101,0.032550,3.452573
210,0.030966,3.452144
224,0.031790,3.451382
237,0.031328,3.451416
244,0.031590,3.451395
278,0.032603,3.453236
295,0.036144,3.453366

--- Module 19 ---,Cells: 9,Parallel DCIR: 0.003594 Ohm
Serial Number,DCIR (Ohm),OCV (V)
38,0.033637,3.452297
39,0.033788,3.451090
81,0.033023,3.452800
89,0.032732,3.452375
119,0.032509,3.452467
194,0.031769,3.451565
216,0.031303,3.452074
219,0.031651,3.451564
254,0.030974,3.452162

--- Module 20 ---,Cells: 9,Parallel DCIR: 0.003620 Ohm
Serial Number,DCIR (Ohm),OCV (V)
62,0.033292,3.451990
90,0.033204,3.452370
118,0.032854,3.452218
121,0.032269,3.452472
153,0.031595,3.451647
170,0.031301,3.452017
207,0.030980,3.452125
267,0.031880,3.452189
300,0.036520,3.453501

--- Module 21 ---,Cells: 9,Parallel DCIR: 0.003594 Ohm
Serial Number,DCIR (Ohm),OCV (V)
34,0.033623,3.452575
36,0.033810,3.452113
59,0.033023,3.452439
125,0.032753,3.452322
137,0.032484,3.451485
192,0.031287,3.451460
212,0.030999,3.452156
221,0.031593,3.451813
264,0.031821,3.453545

--- Module 22 ---,Cells: 9,Parallel DCIR: 0.003596 Ohm
Serial Number,DCIR (Ohm),OCV (V)
6,0.033983,3.452484
10,0.033522,3.452846
44,0.033103,3.452269
112,0.032534,3.452610
128,0.032689,3.452302
140,0.031550,3.452484
178,0.031796,3.451298
181,0.031278,3.451761
233,0.031054,3.452287

--- Module 23 ---,Cells: 9,Parallel DCIR: 0.003611 Ohm
Serial Number,DCIR (Ohm),OCV (V)
18,0.033422,3.452634
40,0.033234,3.452368
61,0.032592,3.452648
71,0.032565,3.455258
173,0.031783,3.451656
187,0.031068,3.452207
222,0.031276,3.451544
259,0.031543,3.451449
294,0.035465,3.453415

--- Module 24 ---,Cells: 9,Parallel DCIR: 0.003616 Ohm
Serial Number,DCIR (Ohm),OCV (V)
45,0.033405,3.452453
53,0.033243,3.452144
110,0.032576,3.452848
124,0.032581,3.452293
144,0.031268,3.452255
159,0.031078,3.451905
162,0.031542,3.451520
251,0.031780,3.452322
296,0.035920,3.453223

--- Module 25 ---,Cells: 9,Parallel DCIR: 0.003595 Ohm
Serial Number,DCIR (Ohm),OCV (V)
7,0.033520,3.452478
19,0.033963,3.452718
55,0.033108,3.452496
103,0.032532,3.452346
129,0.032687,3.452455
204,0.031516,3.451721
205,0.031101,3.452139
257,0.031262,3.451382
275,0.031800,3.453564

--- Module 26 ---,Cells: 9,Parallel DCIR: 0.003621 Ohm
Serial Number,DCIR (Ohm),OCV (V)
3,0.033268,3.452583
95,0.032888,3.452382
107,0.033273,3.452116
161,0.031253,3.451612
175,0.031934,3.451410
183,0.031497,3.451527
198,0.032129,3.451574
246,0.031117,3.451293
297,0.036571,3.452953

--- Module 27 ---,Cells: 9,Parallel DCIR: 0.003613 Ohm
Serial Number,DCIR (Ohm),OCV (V)
50,0.033457,3.452389
73,0.032847,3.452498
84,0.033131,3.452314
120,0.031927,3.452710
190,0.031123,3.451192
203,0.031523,3.452320
255,0.031225,3.452157
271,0.032242,3.453109
288,0.035685,3.452795

--- Module 28 ---,Cells: 9,Parallel DCIR: 0.003596 Ohm
Serial Number,DCIR (Ohm),OCV (V)
9,0.034065,3.452420
12,0.033437,3.452962
74,0.033178,3.452380
92,0.032522,3.452713
108,0.032663,3.452404
160,0.031812,3.451258
208,0.031531,3.451952
242,0.031128,3.451480
247,0.031220,3.451918

--- Module 29 ---,Cells: 9,Parallel DCIR: 0.003595 Ohm
Serial Number,DCIR (Ohm),OCV (V)
4,0.033896,3.452779
16,0.033576,3.452588
60,0.033039,3.452405
99,0.032522,3.452175
127,0.032728,3.452636
226,0.031519,3.451542
231,0.031213,3.452436
258,0.031149,3.451646
270,0.031802,3.452934

--- Module 30 ---,Cells: 9,Parallel DCIR: 0.003595 Ohm
Serial Number,DCIR (Ohm),OCV (V)
5,0.033859,3.452546
41,0.033609,3.452576
58,0.033063,3.452251
63,0.032979,3.452633
146,0.032115,3.451645
191,0.031160,3.451729
199,0.031946,3.451851
220,0.031208,3.451386
265,0.031499,3.454093

--- Module 31 ---,Cells: 9,Parallel DCIR: 0.003612 Ohm
Serial Number,DCIR (Ohm),OCV (V)
96,0.032850,3.452585
106,0.033457,3.451772
117,0.033137,3.452640
133,0.031475,3.451554
134,0.032234,3.451785
151,0.031187,3.451815
169,0.031207,3.452186
262,0.031929,3.451530
293,0.035544,3.453461

--- Module 32 ---,Cells: 9,Parallel DCIR: 0.003598 Ohm
Serial Number,DCIR (Ohm),OCV (V)
8,0.034197,3.452284
52,0.033441,3.452176
66,0.032860,3.452330
100,0.033168,3.452298
111,0.032263,3.452773
176,0.031195,3.451931
180,0.031480,3.451535
213,0.031198,3.451936
261,0.031886,3.439218

=== Module Summary ===
Module,Parallel DCIR (Ohm),Cell Count,Serial Numbers
Module 1,0.003596,9,"23, 37, 82, 85, 122, 177, 200, 252, 269"
Module 2,0.003595,9,"29, 33, 76, 93, 102, 186, 188, 196, 209"
Module 3,0.003595,9,"15, 54, 68, 72, 94, 155, 156, 163, 238"
Module 4,0.003595,9,"28, 48, 64, 91, 130, 132, 143, 157, 164"
Module 5,0.003611,9,"70, 79, 114, 167, 168, 227, 256, 276, 291"
Module 6,0.003595,9,"24, 26, 46, 86, 113, 148, 189, 206, 243"
Module 7,0.003619,9,"77, 83, 88, 135, 215, 217, 225, 260, 289"
Module 8,0.003595,9,"2, 32, 43, 78, 149, 171, 214, 249, 277"
Module 9,0.003594,9,"22, 27, 57, 67, 139, 235, 236, 245, 266"
Module 10,0.003618,9,"51, 98, 105, 116, 138, 142, 174, 241, 286"
Module 11,0.003595,9,"13, 21, 87, 115, 131, 195, 197, 218, 273"
Module 12,0.003594,9,"14, 17, 47, 75, 150, 184, 193, 228, 253"
Module 13,0.003599,9,"1, 30, 35, 126, 158, 165, 211, 240, 274"
Module 14,0.003617,9,"20, 42, 141, 182, 248, 268, 279, 280, 292"
Module 15,0.003618,9,"31, 65, 69, 147, 154, 185, 201, 250, 298"
Module 16,0.003617,9,"49, 104, 109, 123, 145, 166, 179, 239, 299"
Module 17,0.003614,9,"25, 80, 97, 136, 172, 234, 263, 272, 287"
Module 18,0.003618,9,"11, 56, 101, 210, 224, 237, 244, 278, 295"
Module 19,0.003594,9,"38, 39, 81, 89, 119, 194, 216, 219, 254"
Module 20,0.003620,9,"62, 90, 118, 121, 153, 170, 207, 267, 300"
Module 21,0.003594,9,"34, 36, 59, 125, 137, 192, 212, 221, 264"
Module 22,0.003596,9,"6, 10, 44, 112, 128, 140, 178, 181, 233"
Module 23,0.003611,9,"18, 40, 61, 71, 173, 187, 222, 259, 294"
Module 24,0.003616,9,"45, 53, 110, 124, 144, 159, 162, 251, 296"
Module 25,0.003595,9,"7, 19, 55, 103, 129, 204, 205, 257, 275"
Module 26,0.003621,9,"3, 95, 107, 161, 175, 183, 198, 246, 297"
Module 27,0.003613,9,"50, 73, 84, 120, 190, 203, 255, 271, 288"
Module 28,0.003596,9,"9, 12, 74, 92, 108, 160, 208, 242, 247"
Module 29,0.003595,9,"4, 16, 60, 99, 127, 226, 231, 258, 270"
Module 30,0.003595,9,"5, 41, 58, 63, 146, 191, 199, 220, 265"
Module 31,0.003612,9,"96, 106, 117, 133, 134, 151, 169, 262, 293"
Module 32,0.003598,9,"8, 52, 66, 100, 111, 176, 180, 213, 261"

=== Statistics ===
Metric,Value
Min Parallel DCIR,0.003594 Ohm
Max Parallel DCIR,0.003621 Ohm
Avg Parallel DCIR,0.003604 Ohm
Spread,0.000027 Ohm (0.7361%)

=== Excluded Cells (12) ===
Serial Number,DCIR (Ohm),OCV (V),Reason
152,0.030351,3.451561,Outlier
202,0.029704,3.451771,Outlier
223,0.030080,3.451970,Outlier
229,0.030364,3.452396,Outlier
230,0.030249,3.451791,Outlier
232,0.030154,3.452126,Outlier
281,0.037286,3.452693,Outlier
282,0.037396,3.452681,Outlier
283,0.037433,3.453011,Outlier
284,0.037052,3.452549,Outlier
285,0.037988,3.453299,Outlier
290,0.037148,3.453228,Outlier
